0,1,2,3,4,5
10.325534765972993,24.607082434424097,3.9119154871782404,28.072902017264884,25.695326295065275,7.38723900009451
19.83694307430467,1.9468730576185884,3.832142083786626,21.11488128811027,2.288300012632239,50.980860483547616
13.45648331349076,2.384269452371009,45.4279582639631,2.9574543628842145,8.077064529966558,27.696770077324366
5.655296450839237,14.348359986852403,19.727023029193564,27.2151097406786,24.900641171484356,8.153569620951837
21.447649855150242,10.044543790444644,26.06990768613927,2.7790336333613723,20.66325653068677,18.99560850421771
16.110949965987697,24.840879449690938,11.94601180785121,14.813853115678352,26.07707914575601,6.211226515035797
13.930106518886987,39.788582972880235,7.882804010181426,2.545730073622826,12.517136862677486,23.33563956175103
21.969988254498112,23.740938036721698,19.50412964747292,9.253979561371004,23.236794965041597,2.2941695348946487
43.77604170581094,10.665994674811495,10.655763509725823,5.61423994148375,18.818859270833727,10.46910089733427
34.730307842600375,0.31213407370777785,34.61555749349209,2.0888541595897334,6.256074607036408,21.99707182357361
8.592658486566044,10.258231112771034,31.56192232718869,18.127992217505987,1.8482270785837147,29.610968777384528
1.675743599166874,17.76194912973538,1.198559539110532,55.84171520892054,7.168146374458825,16.35388614860784
18.69522583415047,0.5775105814581114,9.723484498590167,28.78621789400595,22.098352040705542,20.119209151089745
16.039503670692127,27.517036704449193,27.458627101302184,12.683396639705899,7.963960530440235,8.337475353410358
1.1111572692569782,34.735049161343575,15.291995902958465,4.242817302598316,5.80517473722661,38.81380562661605
